comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,tags,title,views
305,1402,TED2005,1107302400,19,Thomas Barnett,Thomas Barnett: Let's rethink America's military strategy,1,1181779860,Military strategist,"['culture', 'global issues', 'military', 'peace', 'technology', 'terrorism', 'war']",Let's rethink America's military strategy,1136037
27,214,TED2006,1138838400,0,Ethel,"Ethel: A string quartet plays ""Blue Room""",1,1182184140,String quartet,"['cello', 'collaboration', 'culture', 'entertainment', 'live music', 'performance', 'violin']","A string quartet plays ""Blue Room""",384641
22,370,TED2007,1172880000,25,Stephen Lawler,Stephen Lawler: Tour Microsoft's Virtual Earth,1,1182332160,General manager of Microsoft's Virtual Earth,"['design', 'map', 'microsoft', 'technology', 'virtual reality']",Tour Microsoft's Virtual Earth,308879
261,1137,TED2007,1172880000,35,Hans Rosling,Hans Rosling: New insights on poverty,1,1182762720,Global health expert; data visionary,"['Africa', 'Asia', 'Google', 'economics', 'global development', 'global issues', 'health', 'inequality', 'poverty', 'statistics', 'visualizations']",New insights on poverty,3243784
240,1063,TED2007,1172880000,24,Bill Stone,Bill Stone: I'm going to the moon. Who's with me?,1,1182941400,Explorer inventor and outer space dreamer,"['Moon', 'NASA', 'Planets', 'adventure', 'energy', 'exploration', 'mining', 'space', 'technology']",I'm going to the moon. Who's with me?,1801117
392,926,TED2002,1012608000,32,Dan Dennett,Dan Dennett: Dangerous memes,1,1183412700,Philosopher cognitive scientist,"['TED Brain Trust', 'culture', 'faith', 'meme', 'philosophy', 'religion']",Dangerous memes,1596067
150,1165,TED2006,1138838400,33,Alan Russell,Alan Russell: The potential of regenerative medicine,1,1183545900,Medical futurist,"['Bioethics', 'cancer', 'design', 'health', 'health care', 'medicine', 'technology']",The potential of regenerative medicine,1427723
145,1030,TED2007,1172880000,23,Jonathan Harris,Jonathan Harris: The Web's secret stories,1,1183925640,Artist storyteller Internet anthropologist,"['design', 'entertainment', 'global issues', 'software', 'technology']",The Web's secret stories,1049727
136,934,TED2007,1172880000,22,Emily Oster,Emily Oster: Flip your thinking on AIDS in Africa,1,1184221140,Assumption-busting economist,"['AIDS', 'Africa', 'economics', 'global issues', 'health', 'science', 'statistics']",Flip your thinking on AIDS in Africa,854967
126,997,TED2007,1172880000,19,Will Wright,Will Wright: Spore birth of a game,1,1184667720,Game designer,"['demo', 'design', 'entertainment', 'gaming', 'technology']",Spore birth of a game,1107307
276,552,TED2007,1172880000,34,Rives,Rives: The  4 a.m. mystery,1,1184683440,Performance poet multimedia artist,"['entertainment', 'poetry', 'spoken word']",The  4 a.m. mystery,3387765
231,585,TED2007,1172880000,27,David Bolinsky,David Bolinsky: Visualizing the wonder of a living cell,1,1185093060,Medical animator,"['animation', 'design', 'entertainment', 'film', 'health', 'medicine', 'science', 'technology', 'visualizations']",Visualizing the wonder of a living cell,1788182
80,288,TED2007,1172880000,39,Allison Hunt,Allison Hunt: How to get (a new) hip,1,1185287940,Marketing expert,"['culture', 'health care', 'marketing', 'medicine']",How to get (a new) hip,558993
97,1070,TEDGlobal 2007,1181001600,20,George Ayittey,George Ayittey: Africa's cheetahs versus hippos,1,1185791520,Economist,"['Africa', 'business', 'corruption', 'economics', 'entrepreneur', 'global development', 'global issues', 'philanthropy']",Africa's cheetahs versus hippos,648234
108,1330,TEDGlobal 2007,1181174400,21,Ngozi Okonjo-Iweala,Ngozi Okonjo-Iweala: Aid versus trade,1,1185879300,Economist,"['Africa', 'business', 'economics', 'entrepreneur', 'global development', 'global issues', 'health care', 'investment', 'philanthropy', 'women', 'women in business']",Aid versus trade,524049
174,252,TEDGlobal 2007,1181001600,44,William Kamkwamba,William Kamkwamba: How I built a windmill,1,1185880800,Inventor,"['Africa', 'alternative energy', 'design', 'energy', 'global issues', 'interview', 'library', 'technology']",How I built a windmill,1543596
31,1141,TEDGlobal 2007,1180915200,21,Euvin Naidoo,Euvin Naidoo: Why invest in Africa,1,1185895440,Investment banker,"['Africa', 'business', 'entrepreneur', 'global issues', 'investment']",Why invest in Africa,335086
150,1051,TEDGlobal 2007,1181088000,27,Patrick Awuah,Patrick Awuah: How to educate leaders? Liberal arts,1,1186129740,University founder,"['Africa', 'culture', 'education', 'global issues', 'leadership', 'social change']",How to educate leaders? Liberal arts,1216429
77,1056,TEDGlobal 2007,1181088000,21,Chris Abani,Chris Abani: Telling stories from Africa,1,1186647000,Novelist poet,"['Africa', 'culture', 'entertainment', 'global issues', 'literature', 'poetry', 'storytelling']",Telling stories from Africa,561703
106,1103,TEDGlobal 2007,1181001600,26,Jacqueline Novogratz,Jacqueline Novogratz: Patient capitalism,1,1186930800,Investor and advocate for moral leadership,"['business', 'global development', 'global issues', 'investment', 'medicine', 'philanthropy', 'poverty', 'women', 'women in business']",Patient capitalism,836269
60,606,TEDGlobal 2007,1181174400,21,Vusi Mahlasela,"Vusi Mahlasela: ""Thula Mama""",1,1187153820,Musician activist,"['Africa', 'activism', 'entertainment', 'live music', 'music', 'singer', 'women']","""Thula Mama""",531957
36,299,TEDGlobal 2007,1181260800,0,Vusi Mahlasela,"Vusi Mahlasela: ""Woza""",1,1187695440,Musician activist,"['Africa', 'entertainment', 'guitar', 'live music', 'music']","""Woza""",416603
49,931,TED2007,1172880000,23,Jeff Skoll,Jeff Skoll: My journey into movies that matter,1,1187712540,Producer,"['business', 'entertainment', 'film', 'global issues', 'movies', 'philanthropy', 'social change']",My journey into movies that matter,727247
102,310,TED2007,1173398400,32,Dean Kamen,Dean Kamen: Luke a new prosthetic arm for soldiers,1,1188280800,Inventor,"['culture', 'demo', 'global issues', 'health care', 'invention', 'peace', 'prosthetics', 'science', 'technology', 'war']",Luke a new prosthetic arm for soldiers,1575699
151,950,TED2007,1172880000,32,Erin McKean,Erin McKean: The joy of lexicography,1,1188459000,Dictionary editor,"['books', 'culture', 'education', 'entertainment', 'language']",The joy of lexicography,1013063
126,1027,TEDGlobal 2007,1181088000,30,Andrew Mwenda,Andrew Mwenda: Aid for Africa? No thanks.,1,1188884220,Journalist,"['Africa', 'business', 'global development', 'global issues', 'investment', 'philanthropy', 'technology']",Aid for Africa? No thanks.,722877
304,493,TED2007,1172880000,32,Theo Jansen,Theo Jansen: My creations a new form of life,1,1189072800,Artist,"['animals', 'art', 'biomechanics', 'creativity', 'demo', 'design', 'entertainment', 'science and art', 'technology']",My creations a new form of life,3982352
124,1047,TEDGlobal 2005,1120694400,32,Steven Pinker,Steven Pinker: What our language habits reveal,1,1189349760,Psychologist,"['TED Brain Trust', 'culture', 'language', 'psychology', 'science']",What our language habits reveal,1914263
677,1155,TED2007,1172880000,32,Steven Pinker,Steven Pinker: The surprising decline in violence,1,1189421700,Psychologist,"['TED Brain Trust', 'business', 'culture', 'global issues', 'media', 'sociology', 'violence', 'war']",The surprising decline in violence,2063367
164,1056,TED2007,1172880000,19,Deborah Scranton,Deborah Scranton: An Iraq war movie crowd-sourced from soldiers,1,1189666800,Filmmaker,"['entertainment', 'film', 'global issues', 'storytelling', 'technology', 'war']",An Iraq war movie crowd-sourced from soldiers,507997
65,951,TEDGlobal 2007,1181174400,26,Zeresenay Alemseged,Zeresenay Alemseged: The search for humanity's roots,1,1190098800,Paleoanthropologist,"['Africa', 'anthropology', 'exploration', 'global issues', 'human origins', 'humanity', 'paleontology', 'science']",The search for humanity's roots,913666
83,959,TED2007,1172880000,24,John Maeda,John Maeda: Designing for simplicity,1,1190277480,Artist,"['art', 'design', 'simplicity', 'technology']",Designing for simplicity,1215947
169,1782,TED2002,1012608000,22,Stephen Petranek,Stephen Petranek: 10 ways the world could end,1,1190689620,Technology forecaster ,"['asteroid', 'climate change', 'future', 'global issues', 'humanity', 'science', 'solar system', 'space', 'technology']",10 ways the world could end,1712075
29,1280,TED2003,1044144000,20,Paul MacCready,Paul MacCready: A flight on solar wings,1,1190769780,Engineer,"['alternative energy', 'business', 'design', 'drones', 'energy', 'flight', 'invention', 'solar energy', 'technology']",A flight on solar wings,736290
225,1029,TED2007,1172880000,33,Carolyn Porco,Carolyn Porco: This is Saturn,1,1191216180,Planetary scientist,"['NASA', 'Planets', 'design', 'exploration', 'science', 'solar system', 'space', 'technology', 'universe', 'visualizations']",This is Saturn,2627709
101,212,TED2007,1172880000,43,Kenichi Ebina,Kenichi Ebina: My magic moves,1,1191403500,Dancer,"['culture', 'dance', 'entertainment', 'performance']",My magic moves,1720579
80,1791,TED2007,1172880000,29,Richard Branson,Richard Branson: Life at 30000 feet,1,1191910620,Entrepreneur,"['aircraft', 'business', 'entertainment', 'entrepreneur', 'global issues', 'interview', 'music', 'space', 'technology']",Life at 30000 feet,1609555
242,378,TED2007,1173139200,28,Hod Lipson,"Hod Lipson: Building ""self-aware"" robots",1,1192071420,Roboticist,"['AI', 'cognitive science', 'demo', 'design', 'evolution', 'robots', 'technology']","Building ""self-aware"" robots",1212346
45,1050,TED2007,1172880000,21,Maira Kalman,Maira Kalman: The illustrated woman,1,1192499400,Illustrator author,"['art', 'children', 'culture', 'design', 'entertainment', 'happiness']",The illustrated woman,672254
145,963,TED2007,1172880000,22,Jan Chipchase,Jan Chipchase: The anthropology of mobile phones,1,1192716300,User anthropologist,"['cities', 'communication', 'culture', 'design', 'global issues', 'technology', 'telecom']",The anthropology of mobile phones,694378
432,1414,TED2007,1172880000,35,VS Ramachandran,VS Ramachandran: 3 clues to understanding your brain,1,1192954500,Brain expert,"['brain', 'consciousness', 'culture', 'illness', 'illusion', 'science', 'technology']",3 clues to understanding your brain,3930186
64,1234,TEDGlobal 2007,1181088000,21,Eleni Gabre-Madhin,Eleni Gabre-Madhin: A commodities exchange for Ethiopia,1,1193274000,Economist,"['business', 'economics', 'food', 'global issues', 'technology', 'women in business']",A commodities exchange for Ethiopia,562457
262,1338,TED2003,981072000,26,Sherwin Nuland,Sherwin Nuland: How electroshock therapy changed me,1,1193718180,Doctor,"['brain', 'depression', 'health care', 'illness', 'medicine', 'mental health', 'science', 'suicide', 'technology']",How electroshock therapy changed me,1522858
412,1254,TED2004,1075680000,39,Matthieu Ricard,Matthieu Ricard: The habits of happiness,1,1193881320,Monk author photographer,"['Buddhism', 'God', 'brain', 'culture', 'evolutionary psychology', 'faith', 'global issues', 'happiness', 'peace', 'photography', 'psychology', 'religion']",The habits of happiness,7271730
328,1136,TED2007,1172880000,26,Lawrence Lessig,Lawrence Lessig: Laws that choke creativity,1,1194310800,Legal activist,"['business', 'creativity', 'entertainment', 'law', 'technology']",Laws that choke creativity,1895259
40,299,TED2007,1172880000,28,Paul Rothemund,Paul Rothemund: Playing with DNA that self-assembles,1,1194484440,DNA origamist,"['DNA', 'MacArthur grant', 'complexity', 'computers', 'science']",Playing with DNA that self-assembles,410563
279,958,TEDSalon 2007 Hot Science,1189296000,24,David Keith,David Keith: A critical look at geoengineering against climate change,1,1194918240,Environmental scientist,"['business', 'china', 'climate change', 'engineering', 'global issues', 'science', 'technology']",A critical look at geoengineering against climate change,876658
115,1090,TEDSalon 2007 Hot Science,1189296000,21,Juan Enriquez,Juan Enriquez: Using biology to rethink the energy challenge,1,1195088400,Futurist,"['TED Brain Trust', 'biodiversity', 'biotech', 'business', 'energy', 'science', 'technology']",Using biology to rethink the energy challenge,898974
46,1261,Skoll World Forum 2007,1167609600,22,Larry Brilliant,Larry Brilliant: The case for optimism,1,1195612320,Epidemiologist philanthropist,"['climate change', 'culture', 'global issues', 'health', 'peace']",The case for optimism,418234
31,1164,TED2005,1107302400,20,Robert Full,Robert Full: The sticky wonder of gecko feet,1,1196127900,Biologist,"['design', 'evolution', 'robots', 'science', 'technology']",The sticky wonder of gecko feet,707524
185,1017,TEDGlobal 2007,1181088000,22,Ron Eglash,Ron Eglash: The fractals at the heart of African designs,1,1196312400,Mathematician,"['Africa', 'architecture', 'culture', 'design', 'math', 'technology']",The fractals at the heart of African designs,1527858
156,1026,TED2007,1172880000,29,Philippe Starck,Philippe Starck: Design and destiny,1,1196749800,Designer,"['design', 'humanity', 'humor', 'philosophy', 'storytelling']",Design and destiny,1783740
160,962,TED2007,1172880000,29,Murray Gell-Mann,Murray Gell-Mann: Beauty truth and ... physics?,1,1196931600,Physicist,"['String theory', 'physics', 'science', 'storytelling', 'technology']",Beauty truth and ... physics?,1181696
154,1184,TED2005,1107302400,22,Amory Lovins,Amory Lovins: Winning the oil endgame,1,1197334800,Physicist energy guru,"['MacArthur grant', 'business', 'economics', 'energy', 'environment', 'green', 'science', 'technology']",Winning the oil endgame,832668
604,914,TED2005,1107302400,44,Arthur Benjamin,"Arthur Benjamin: A performance of ""Mathemagic""",1,1197504780,Mathemagician,"['education', 'entertainment', 'magic', 'math', 'performance']","A performance of ""Mathemagic""",8360707
183,793,TED2007,1172880000,34,Daniel Goleman,Daniel Goleman: Why aren't we more compassionate?,1,1197938280,Psychologist,"['brain', 'community', 'compassion', 'empathy', 'psychology']",Why aren't we more compassionate?,1604402
